id,title,author,source,date,subjects,topic,type,href
c116,Alan Smith Conducts a Transatlantic Question-Time with Skeeter Davis,Alan Smith,New Musical Express,26 April 1963,['skeeter-davis'],country,Interview,/Library/SearchLinkRedirect?folder=alan-smith-conducts-a-transatlantic-question-time-with-skeeter-davis
c117,"Dock Boggs, Mississippi John Hurt: Alumni Hall, New York University, New York NY",Robert Shelton,The New York Times,14 December 1963,"['mississippi-john-hurt', 'dock-boggs']",country,Live Review,/Library/SearchLinkRedirect?folder=dock-boggs-mississippi-john-hurt-alumni-hall-new-york-university-new-york-ny
c118,"Jim Reeves: ""We just come through here once...""",Peter Jones,Record Mirror,15 August 1964,['jim-reeves'],country,Report and Interview,/Library/SearchLinkRedirect?folder=jim-reeves-we-just-come-through-here-once
c119,"The Everly Brothers: Rock 'n' Soul (Warner Bros. WM 8171); Gone, Gone, Gone (Warner Bros. WM 8169)","Peter Jones, Norman Jopling",Record Mirror,1 May 1965,['everly-brothers-the'],country,Review,/Library/SearchLinkRedirect?folder=the-everly-brothers-irock-n-souli-warner-bros-wm-8171-igone-gone-gonei-warner-bros-wm-8169
c200,Everlys Thrilled Over British Tour,Tracy Thomas,New Musical Express,9 July 1965,['everly-brothers-the'],country,Interview,/Library/SearchLinkRedirect?folder=everlys-thrilled-over-british-tour
c201,Roger Miller: '65's Pop Surprise Man,uncredited writer,KRLA Beat,8 January 1966,['roger-miller'],country,Profile,/Library/SearchLinkRedirect?folder=roger-miller-65s-pop-surprise-man
c202,Roger Miller & Little Jimmy Dickens: A Happy Thing Happened On Our Way To Hullabaloo,Jane Heil,Hit Parader,April 1966,"['bobby-bare', 'roger-miller', 'little-jimmy-dickens']",country,Report,/Library/SearchLinkRedirect?folder=roger-miller--little-jimmy-dickens-a-happy-thing-happened-on-our-way-to-ihullabalooi
c203,"""Recording Sessions I Have Known"" by Charlie McCoy",Jim Delehant,Hit Parader,May 1966,"['bob-dylan', 'elvis-presley', 'foggy-mountain-boys', 'charlie-mccoy']",country,Interview,/Library/SearchLinkRedirect?folder=recording-sessions-i-have-known-by-charlie-mccoy
c204,Jim Reeves: Kimberley Jim (RCA Victor),Peter Jones,Record Mirror,14 May 1966,['jim-reeves'],country,Review,/Library/SearchLinkRedirect?folder=jim-reeves-ikimberley-jimi-rca-victor
c205,Johnny Cash — The C&W Legend Also Beloved By Rockers,Richard Green,Record Mirror,21 May 1966,['johnny-cash'],country,Interview,/Library/SearchLinkRedirect?folder=johnny-cash--the-cw-legend-also-beloved-by-rockers
c206,Roger Miller: A Punny Man,Pete Johnson,Los Angeles Times,2 July 1966,['roger-miller'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=roger-miller-a-punny-man
c207,Jim Reeves: Jim's First Number One,Alan Smith,New Musical Express,23 September 1966,['jim-reeves'],country,Report,/Library/SearchLinkRedirect?folder=jim-reeves-jims-first-number-one
c208,Mary Reeves Tells Alan Smith About Jim's Greatest Tribute,Alan Smith,New Musical Express,18 February 1967,['jim-reeves'],country,Interview,/Library/SearchLinkRedirect?folder=mary-reeves-tells-alan-smith-about-jims-greatest-tribute
c209,Sandy's a Single Girl who goes for R&B,Norman Jopling,Record Mirror,25 February 1967,['sandy-posey'],country,Interview,/Library/SearchLinkRedirect?folder=sandys-a-single-girl-who-goes-for-rb
c210,"Flatt & Scruggs, Hearts & Flowers: Troubadour, Los Angeles CA",Tracy Thomas,New Musical Express,26 February 1967,"['earl-scruggs', 'lester-flatt', 'hearts--flowers']",country,Live Review,/Library/SearchLinkRedirect?folder=flatt--scruggs-hearts--flowers-troubadour-los-angeles-ca
c211,"LP Reviews: Sam & Dave, James Brown, Chet Atkins, and the Mothers of Invention",uncredited writer,Beat Instrumental,April 1967,"['chet-atkins', 'james-brown', 'mothers-of-invention-the', 'sam--dave']",country,Review,/Library/SearchLinkRedirect?folder=lp-reviews-sam--dave-james-brown-chet-atkins-and-the-mothers-of-invention
c212,"New Albums From The Doors, Roy Orbison, Sonny & Cher et al","Peter Jones, Norman Jopling",Record Mirror,22 April 1967,"['james-brown', 'petula-clark', 'doors-the', 'lonnie-mack', 'roy-orbison', 'sonny--cher', 'joe-tex', 'mckinley-soul-mitchell']",country,Review,/Library/SearchLinkRedirect?folder=new-albums-from-the-doors-roy-orbison-sonny--cher-iet-ali
c213,Charley Pride — America's Coloured Cowboy,John Abbey,Record Mirror,5 August 1967,['charley-pride'],country,Profile,/Library/SearchLinkRedirect?folder=charley-pride--americas-coloured-cowboy
c214,Bobbie Gentry Reveals Message Behind 'Ode',uncredited writer,KRLA Beat,26 August 1967,['bobbie-gentry'],country,Interview,/Library/SearchLinkRedirect?folder=bobbie-gentry-reveals-message-behind-ode
c215,Bobbie — On The Tallahatchee Bridge To Fame,Alan Walsh,Melody Maker,21 October 1967,['bobbie-gentry'],country,Interview,/Library/SearchLinkRedirect?folder=bobbie--on-the-tallahatchee-bridge-to-fame
c216,Linda Leading Stone Poneys To Gold Water,Tony Leigh,KRLA Beat,30 December 1967,['stone-poneys-the'],country,Interview,/Library/SearchLinkRedirect?folder=linda-leading-stone-poneys-to-gold-water
c217,"Buck Owens: Carousel Ballroom, San Francisco CA",Philip Elwood,The San Francisco Examiner,11 March 1968,['buck-owens'],country,Live Review,/Library/SearchLinkRedirect?folder=buck-owens-carousel-ballroom-san-francisco-ca
c218,Sydney Nathan Dead,uncredited writer,Record World,16 March 1968,[],country,Obituary,/Library/SearchLinkRedirect?folder=sydney-nathan-dead
c219,"Albums from Blue Cheer, Bobbie Gentry and the Human Beinz",uncredited writer,KRLA Beat,23 March 1968,"['blue-cheer', 'bobbie-gentry', 'human-beinz-the']",country,Review,/Library/SearchLinkRedirect?folder=albums-from-blue-cheer-bobbie-gentry-and-the-human-beinz
c300,"The Byrds, Penny Nichols: Troubadour, Los Angeles CA",Pete Johnson,Los Angeles Times,27 April 1968,"['byrds-the', 'penny-nichols']",country,Live Review,/Library/SearchLinkRedirect?folder=the-byrds-penny-nichols-troubadour-los-angeles-ca
c301,"Before 'Honey' I Had Almost Given Up Hope, Says Bobby Goldsboro",Richard Green,New Musical Express,4 May 1968,['bobby-goldsboro'],country,Interview,/Library/SearchLinkRedirect?folder=before-honey-i-had-almost-given-up-hope-says-bobby-goldsboro
c302,'Dylan — He's The Best Songwriter Around Now...' said Johnny Cash,Norman Jopling,Record Mirror,11 May 1968,['johnny-cash'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=dylan--hes-the-best-songwriter-around-now-said-johnny-cash
c303,"The Byrds: Middle Earth, London",Norman Jopling,Record Mirror,18 May 1968,"['byrds-the', 'gram-parsons']",country,Live Review,/Library/SearchLinkRedirect?folder=the-byrds-middle-earth-london
c304,The Changing Face of the Byrds,uncredited writer,Melody Maker,25 May 1968,['byrds-the'],country,Interview,/Library/SearchLinkRedirect?folder=the-changing-face-of-the-byrds
c305,"Flatt & Scruggs: hungry i, San Francisco CA",Philip Elwood,The San Francisco Examiner,2 July 1968,"['earl-scruggs', 'lester-flatt']",country,Live Review,/Library/SearchLinkRedirect?folder=flatt--scruggs-hungry-i-san-francisco-ca
c306,Merle Haggard: Home-fried Humor and Cowboy Soul,Al Aronowitz,Rolling Stone,10 August 1968,['merle-haggard'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=merle-haggard-home-fried-humor-and-cowboy-soul
c307,"Country, Cabaret, and Rock — It's The New Look Jerry Lee Lewis",Alan Walsh,Melody Maker,17 August 1968,['jerry-lee-lewis'],country,Interview,/Library/SearchLinkRedirect?folder=country-cabaret-and-rock--its-the-new-look-jerry-lee-lewis
c308,"Country albums from the Byrds, Loretta Lynn, Kitty Wells et al",uncredited writer,Disc and Music Echo,12 October 1968,"['byrds-the', 'loretta-lynn', 'conway-twitty', 'bill-anderson', 'kitty-wells', 'jan-howard', 'jack-greene', 'ernest-tubb']",country,Review,/Library/SearchLinkRedirect?folder=country-albums-from-the-byrds-loretta-lynn-kitty-wells-iet-ali
c309,Johnny Cash: Johnny Cash at Folsom Prison (CBS 63308),Geoffrey Cannon,The Guardian,12 November 1968,['johnny-cash'],country,Review,/Library/SearchLinkRedirect?folder=johnny-cash-ijohnny-cash-at-folsom-prisoni-cbs-63308
c310,Jeannie C. Riley: A Wild Jeannie,Alan Smith,New Musical Express,30 November 1968,['jeannie-c-riley'],country,Interview,/Library/SearchLinkRedirect?folder=jeannie-c-riley-a-wild-jeannie
c311,'Harper Valley' Characters Come To Life via Jeannie C. Riley,Lon Goddard,Record Mirror,7 December 1968,['jeannie-c-riley'],country,Profile,/Library/SearchLinkRedirect?folder=harper-valley-characters-come-to-life-via-jeannie-c-riley
c312,Chet Atkins: The Day Elvis Split his Pink Britches,Alan Walsh,Melody Maker,8 March 1969,['chet-atkins'],country,Interview,/Library/SearchLinkRedirect?folder=chet-atkins-the-day-elvis-split-his-pink-britches
c313,"George Jones & Tammy Wynette: The Playroom, Atlanta; Waylon Jennings, Conway Twitty: City Auditorium, Atlanta",Gene Guerrero,The Great Speckled Bird,10 March 1969,"['merle-haggard', 'waylon-jennings', 'george-jones', 'conway-twitty', 'tammy-wynette']",country,Live Review,/Library/SearchLinkRedirect?folder=george-jones--tammy-wynette-the-playroom-atlanta-waylon-jennings-conway-twitty-city-auditorium-atlanta
c314,"Johnny Cash: ""Ain't Nothin' Too Weird For Me""",Michael Lydon,The New York Times,16 March 1969,"['carter-family-the', 'johnny-cash']",country,Report and Interview,/Library/SearchLinkRedirect?folder=johnny-cash-aint-nothin-too-weird-for-me
c315,Charley Pride: Country Pride,Gene Guerrero,The Great Speckled Bird,17 March 1969,['charley-pride'],country,Comment,/Library/SearchLinkRedirect?folder=charley-pride-country-pride
c316,"Johnny Cash! The Man, His World, His Music (PBL; dir. Robert Elfstrom)","Miller Francis Jr., Gene Guerrero",The Great Speckled Bird,24 March 1969,['johnny-cash'],country,Film/DVD/TV Review,/Library/SearchLinkRedirect?folder=ijohnny-cash-the-man-his-world-his-musici-pbl-dir-robert-elfstrom
c317,Johnny Cash & Bob Dylan: Mind blowing duo,Richard Green,New Musical Express,29 March 1969,"['johnny-cash', 'leonard-cohen', 'bob-dylan', 'georgie-fame', 'simon--garfunkel']",country,Interview,/Library/SearchLinkRedirect?folder=johnny-cash--bob-dylan-mind-blowing-duo
c318,"The Byrds, Albert King: Rose Palace, Pasadena CA",John Mendelssohn,Los Angeles Times,20 May 1969,"['byrds-the', 'albert-king']",country,Live Review,/Library/SearchLinkRedirect?folder=the-byrds-albert-king-rose-palace-pasadena-ca
c319,Sun Records: Country Meets Rock,Guy Stevens,International Times,23 May 1969,"['johnny-cash', 'jerry-lee-lewis', 'carl-perkins', 'elvis-presley']",country,Retrospective,/Library/SearchLinkRedirect?folder=sun-records-country-meets-rock
