id,title,author,source,date,subjects,topic,type,href
c819,"The Eagles: Capitol Theater, Passaic NJ",Ian Dove,The New York Times,14 May 1974,['eagles-the'],country,Live Review,/Library/SearchLinkRedirect?folder=the-eagles-capitol-theater-passaic-nj
c900,Chilli Willi & The Red Hot Peppers: Red Hot,Phil Hardy,Let It Rock,June 1974,['chilli-willi--the-red-hot-peppers'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=chilli-willi--the-red-hot-peppers-red-hot
c901,Willie Nelson: The Emperor of Austin,Joe Nick Patoski,Zoo World,18 July 1974,['willie-nelson'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=willie-nelson-the-emperor-of-austin
c902,"Souther-Hillman-Furay Band, Danny O'Keefe: Civic Auditorium, Santa Monica CA",Richard Cromelin,Los Angeles Times,2 September 1974,"['souther-hillman-furay-band-the', 'danny-okeefe']",country,Live Review,/Library/SearchLinkRedirect?folder=souther-hillman-furay-band-danny-okeefe-civic-auditorium-santa-monica-ca
c903,Scott Walker: We Had It All,Fred Dellar,New Musical Express,21 September 1974,['scott-walker'],country,Review,/Library/SearchLinkRedirect?folder=scott-walker-iwe-had-it-alli
c904,Dolly Parton: The — travails of dualism,Nick Tosches,The Village Voice,26 September 1974,['dolly-parton'],country,Profile,/Library/SearchLinkRedirect?folder=dolly-parton-the--travails-of-dualism
c905,Chilli Willi & The Red Hot Peppers: Bongos Over Balham (Mooncrest Crest 21),Phil Hardy,Let It Rock,December 1974,['chilli-willi--the-red-hot-peppers'],country,Review,/Library/SearchLinkRedirect?folder=chilli-willi--the-red-hot-peppers-ibongos-over-balhami-mooncrest-crest-21
c906,Earl Scruggs Adds & Subtracts,Robert Duncan,Creem,December 1974,['earl-scruggs'],country,Interview,/Library/SearchLinkRedirect?folder=earl-scruggs-adds--subtracts
c907,Billy Swan: Swan Song,Michael Watts,Melody Maker,7 December 1974,['billy-swan'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=billy-swan-swan-song
c908,Loggins & Messina:  Mother Lode; Poco: Cantamos,Jerry Gilbert,ZigZag,January 1975,"['loggins--messina', 'poco']",country,Review,/Library/SearchLinkRedirect?folder=loggins--messina--mother-lode-poco-cantamos
c909,The Eagles,Barbara Charone,Hit Parader,January 1975,['eagles-the'],country,Interview,/Library/SearchLinkRedirect?folder=the-eagles-2
c910,Billy Swan: I Can Help (Monument),Fred Dellar,New Musical Express,18 January 1975,['billy-swan'],country,Review,/Library/SearchLinkRedirect?folder=billy-swan-ii-can-helpi-monument
c911,Mac Davis's Ode to Rock & Roll,Paul Gambaccini,Rolling Stone,27 February 1975,['mac-davis'],country,Interview,/Library/SearchLinkRedirect?folder=mac-daviss-ode-to-rock--roll
c912,Linda Ronstadt: Heart Like A Wheel (Asylum EST 11358); Emmylou Harris: Pieces Of The Sky (Reprise K 54037),Phil Hardy,Let It Rock,April 1975,"['emmylou-harris', 'linda-ronstadt']",country,Review,/Library/SearchLinkRedirect?folder=linda-ronstadt-iheart-like-a-wheeli-asylum-est-11358-emmylou-harris-ipieces-of-the-skyi-reprise-k-54037
c913,Glen Campbell: Rolling Easy,Harvey Kubernik,Melody Maker,5 April 1975,['glen-campbell'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=glen-campbell-rolling-easy
c914,"Dolly Parton, George Jones, Marty Robbins, Barbara Mandrell, Wanda Jackson et al: Country Music Festival, Wembley Arena, London","Colin Irwin, Rob Partridge",Melody Maker,5 April 1975,"['wanda-jackson', 'george-jones', 'dolly-parton', 'marty-robbins']",country,Live Review,/Library/SearchLinkRedirect?folder=dolly-parton-george-jones-marty-robbins-barbara-mandrell-wanda-jackson-iet-ali-country-music-festival-wembley-arena-london
c915,Tammy Wynette: Truckers' Choice,Rob Partridge,Melody Maker,19 April 1975,['tammy-wynette'],country,Interview,/Library/SearchLinkRedirect?folder=tammy-wynette-truckers-choice
c916,Charlie Rich: The Man And His Career,Martin Hawkins,Country Music People,May 1975,['charlie-rich'],country,Profile,/Library/SearchLinkRedirect?folder=charlie-rich-the-man-and-his-career
c917,"Bill Monroe: Grand Ole Opry, Newmarket, Suffolk",Karl Dallas,Melody Maker,3 May 1975,['bill-monroe'],country,Live Review,/Library/SearchLinkRedirect?folder=bill-monroe-grand-ole-opry-newmarket-suffolk
c918,"Bill Monroe: Greyfriars Monastery, Glasgow",Dave Laing,Sounds,10 May 1975,['bill-monroe'],country,Live Review,/Library/SearchLinkRedirect?folder=bill-monroe-greyfriars-monastery-glasgow
c919,"Charlie Rich: Hilton Hotel, Las Vegas",Steven Rosen,Sounds,24 May 1975,['charlie-rich'],country,Live Review,/Library/SearchLinkRedirect?folder=charlie-rich-hilton-hotel-las-vegas
c1000,"Waylon Jennings, Jessi Colter: Civic Auditorium, Santa Monica CA",Stephen K. Peeples,Cash Box,31 May 1975,"['waylon-jennings', 'jessi-colter']",country,Live Review,/Library/SearchLinkRedirect?folder=waylon-jennings-jessi-colter-civic-auditorium-santa-monica-ca
c1001,"The Eagles, Dan Fogelberg: Academy of Music, New York NY",Toby Goldstein,Billboard,31 May 1975,"['eagles-the', 'dan-fogelberg']",country,Live Review,/Library/SearchLinkRedirect?folder=the-eagles-dan-fogelberg-academy-of-music-new-york-ny
c1002,The Eagles: California Dreamin’,Tom Nolan,Phonograph Record,June 1975,['eagles-the'],country,Interview,/Library/SearchLinkRedirect?folder=the-eagles-california-dreamin
c1003,Olivia Newton-John: Have You Never Been Mellow (EMI EMC 3069) (36.00),Geoff Barton,Sounds,7 June 1975,['olivia-newton-john'],country,Review,/Library/SearchLinkRedirect?folder=olivia-newton-john-ihave-you-never-been-mellowi-emi-emc-3069-3600
c1004,"Jerry Jeff Walker & the Lost Gonzo Band: Palomino, Los Angeles CA",Stephen K. Peeples,Cash Box,5 July 1975,['jerry-jeff-walker'],country,Live Review,/Library/SearchLinkRedirect?folder=jerry-jeff-walker--the-lost-gonzo-band-palomino-los-angeles-ca
c1005,Waylon Jennings: Ramblin' Man,Stephen K. Peeples,Cash Box,12 July 1975,['waylon-jennings'],country,Report and Interview,/Library/SearchLinkRedirect?folder=waylon-jennings-ramblin-man-
c1006,"Ronnie Milsap: Palomino Club, Los Angeles CA",Stephen K. Peeples,Cash Box,12 July 1975,['ronnie-milsap'],country,Live Review,/Library/SearchLinkRedirect?folder=ronnie-milsap-palomino-club-los-angeles-ca
c1007,Nelson Picnic Brings Different Musical Elements Together,Stephen K. Peeples,Cash Box,26 July 1975,"['david-allan-coe', 'rita-coolidge', 'willie-nelson']",country,Report,/Library/SearchLinkRedirect?folder=nelson-picnic-brings-different-musical-elements-together
c1008,Charlie Rich: Every Time You Touch Me (I Get High) (Epic PE 33455),Dave Marsh,Rolling Stone,31 July 1975,['charlie-rich'],country,Review,/Library/SearchLinkRedirect?folder=charlie-rich-ievery-time-you-touch-me-i-get-highi-epic-pe-33455
c1009,Willie Nelson: Red Headed Stranger (Columbia),Nick Tosches,Creem,August 1975,['willie-nelson'],country,Review,/Library/SearchLinkRedirect?folder=willie-nelson-ired-headed-strangeri-columbia
c1010,Nashville:  Original Motion Picture Soundtrack (MCA),John Morthland,Creem,September 1975,[],country,Review,/Library/SearchLinkRedirect?folder=inashvillei--original-motion-picture-soundtrack-mca
c1011,"George Jones, Wanda Jackson: Hammersmith Odeon, London",Rob Partridge,Melody Maker,27 September 1975,"['wanda-jackson', 'george-jones']",country,Live Review,/Library/SearchLinkRedirect?folder=george-jones-wanda-jackson-hammersmith-odeon-london
c1012,"Johnny Cash: Royal Festival Hall, London",Colin Irwin,Melody Maker,27 September 1975,"['carter-family-the', 'johnny-cash']",country,Live Review,/Library/SearchLinkRedirect?folder=johnny-cash-royal-festival-hall-london
c1013,Eagles: The Earthpeople's Band,Steven Rosen,Sounds,27 September 1975,['eagles-the'],country,Interview,/Library/SearchLinkRedirect?folder=eagles-the-earthpeoples-band
c1014,Willie Nelson: Red Headed Stranger,Mick Houghton,Let It Rock,October 1975,['willie-nelson'],country,Review,/Library/SearchLinkRedirect?folder=willie-nelson-ired-headed-strangeri
c1015,Emmylou Harris: The Prairie and the Sky,Mick Houghton,Let It Rock,November 1975,['emmylou-harris'],country,Interview,/Library/SearchLinkRedirect?folder=emmylou-harris-the-prairie-and-the-sky
c1016,Tanya Tucker: Country Girl,Rob Partridge,Melody Maker,1 November 1975,['tanya-tucker'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=tanya-tucker-country-girl
c1017,"Emmylou Harris: New Victoria, London",Penny Valentine,Street Life,29 November 1975,['emmylou-harris'],country,Live Review,/Library/SearchLinkRedirect?folder=emmylou-harris-new-victoria-london-2
c1018,The Ozark Mountain Daredevils: Kansas City Stars,Todd Everett,Phonograph Record,December 1975,['ozark-mountain-daredevils'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=the-ozark-mountain-daredevils-kansas-city-stars
c1019,Linda Ronstadt: 'Heat Wave' – The Long Hot Sessions,Todd Everett,Rolling Stone,18 December 1975,['linda-ronstadt'],country,Report and Interview,/Library/SearchLinkRedirect?folder=linda-ronstadt-heat-wave--the-long-hot-sessions
c1100,Emmylou Harris: Elite Hotel (Reprise MS2236),Todd Everett,Phonograph Record,January 1976,['emmylou-harris'],country,Review,/Library/SearchLinkRedirect?folder=emmylou-harris-ielite-hoteli-reprise-ms2236
c1101,"Buck Owens & the Buckaroos, Susan Raye: Royal Albert Hall, London",Jonh Ingham,Sounds,24 January 1976,"['buck-owens', 'susan-raye']",country,Live Review,/Library/SearchLinkRedirect?folder=buck-owens--the-buckaroos-susan-raye-royal-albert-hall-london
c1102,The Soulful Return Of Gene Clark,Mick Brown,Sounds,24 January 1976,['gene-clark'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=the-soulful-return-of-gene-clark
c1103,"Waylon Jennings, Willie Nelson, Jessi Colter, and Tompall Glaser: Wanted! The Outlaws (RCA)",Nick Tosches,The Village Voice,26 January 1976,"['waylon-jennings', 'willie-nelson', 'jessi-colter', 'tompall-glaser']",country,Review,/Library/SearchLinkRedirect?folder=waylon-jennings-willie-nelson-jessi-colter-and-tompall-glaser-iwanted-the-outlawsi-rca
c1104,Gary Stewart: Honky-Tonk Puree,Nick Tosches,Penthouse,February 1976,['gary-stewart'],country,Profile,/Library/SearchLinkRedirect?folder=gary-stewart-honky-tonk-puree
c1105,Dolly Parton is to Linda Ronstadt and Emmylou Harris what Chuck Berry was to the Rolling Stones and the Who,Barbara Charone,Sounds,21 February 1976,['dolly-parton'],country,Interview,/Library/SearchLinkRedirect?folder=dolly-parton-is-to-linda-ronstadt-and-emmylou-harris-what-chuck-berry-was-to-the-rolling-stones-and-the-who
c1106,The Eagles: Their Greatest Hits 1971-1975  (Asylum) ****,Barbara Charone,Sounds,28 February 1976,['eagles-the'],country,Review,/Library/SearchLinkRedirect?folder=the-eagles-itheir-greatest-hits-1971-1975i--asylum-
c1107,"Dolly, Tammy and Carl: In The Wembley Wild West",Philip Norman,The Sunday Times,April 1976,['dolly-parton'],country,Report,/Library/SearchLinkRedirect?folder=dolly-tammy-and-carl-in-the-wembley-wild-west
c1108,The Outlaws: Lady In Waiting (Arista AL 4070),Ken Barnes,Phonograph Record,April 1976,['outlaws-the'],country,Review,/Library/SearchLinkRedirect?folder=the-outlaws-ilady-in-waitingi-arista-al-4070
c1109,The Outlaws: The Hottest New Guitar Band In The Country,Ken Barnes,Phonograph Record,April 1976,['outlaws-the'],country,Interview,/Library/SearchLinkRedirect?folder=the-outlaws-the-hottest-new-guitar-band-in-the-country
c1110,The Eagles: Sky's the Limit,David Hancock,Record Mirror,10 April 1976,['eagles-the'],country,Profile,/Library/SearchLinkRedirect?folder=the-eagles-skys-the-limit
c1111,"Pure Prairie League, Jimmy Buffett: Bottom Line, New York NY",Toby Goldstein,Sounds,17 April 1976,"['jimmy-buffett', 'pure-prairie-league']",country,Live Review,/Library/SearchLinkRedirect?folder=pure-prairie-league-jimmy-buffett-bottom-line-new-york-ny
c1112,"Billy Swan, Willie Nelson: New Victoria Theatre, London",Mick Farren,New Musical Express,1 May 1976,"['willie-nelson', 'billy-swan']",country,Live Review,/Library/SearchLinkRedirect?folder=billy-swan-willie-nelson-new-victoria-theatre-london
c1113,"Willie Nelson, Billy Swan: New Victoria Theatre, London",Michael Watts,Melody Maker,1 May 1976,"['willie-nelson', 'billy-swan']",country,Live Review,/Library/SearchLinkRedirect?folder=willie-nelson-billy-swan-new-victoria-theatre-london
c1114,Parton's Creative Country,Mick Brown,Street Life,15 May 1976,['dolly-parton'],country,Interview,/Library/SearchLinkRedirect?folder=partons-creative-country
c1115,Tanya Tucker: Country Baby,Stephen K. Peeples,Circus,June 1976,['tanya-tucker'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=tanya-tucker-country-baby
c1116,C.W. McCall: Wilderness (Polydor),Richard Riegel,Creem,July 1976,['cw-mccall'],country,Review,/Library/SearchLinkRedirect?folder=cw-mccall-iwildernessi-polydor
c1117,Waylon Jennings' Are You Ready for the Country,Stephen K. Peeples,Picking Up the Tempo,7 July 1976,['waylon-jennings'],country,Report,/Library/SearchLinkRedirect?folder=waylon-jennings-iare-you-ready-for-the-countryi-
c1118,"George Jones, August 1976, at Sunset Park, West Grove, PA",Peter Stone Brown,unpublished,August 1976,['george-jones'],country,Interview,/Library/SearchLinkRedirect?folder=george-jones-august-1976-at-sunset-park-west-grove-pa
c1119,John Austin Paycheck Tries It Again,John Morthland,The Village Voice,9 August 1976,['johnny-paycheck'],country,Profile,/Library/SearchLinkRedirect?folder=john-austin-paycheck-tries-it-again
c1200,"Charlie Daniels' Rowdy, Southern, Swinging Music",Joe Nick Patoski,Rolling Stone,7 October 1976,['charlie-daniels'],country,Interview,/Library/SearchLinkRedirect?folder=charlie-daniels-rowdy-southern-swinging-music
c1201,Willie Nelson: The Troublemaker (CBS) and Live (RCA),Rob Partridge,Melody Maker,13 November 1976,['willie-nelson'],country,Review,/Library/SearchLinkRedirect?folder=willie-nelson-ithe-troublemakeri-cbs-and-ilivei-rca-
c1202,"Linda Ronstadt, Andrew Gold: Odeon, Birmingham",Colin Irwin,Melody Maker,13 November 1976,"['andrew-gold', 'linda-ronstadt']",country,Live Review,/Library/SearchLinkRedirect?folder=linda-ronstadt-andrew-gold-odeon-birmingham
c1203,Emmylou Harris: Luxury Liner (Warner Bros.),Roy Carr,New Musical Express,15 January 1977,['emmylou-harris'],country,Review,/Library/SearchLinkRedirect?folder=emmylou-harris-iluxury-lineri-warner-bros-3
c1204,"Johnny Cash, The Carter Family: Felt Forum, New York NY",Chris Charlesworth,Melody Maker,15 January 1977,"['carter-family-the', 'johnny-cash']",country,Live Review,/Library/SearchLinkRedirect?folder=johnny-cash-the-carter-family-felt-forum-new-york-ny
c1205,Eagles Get The Bird,David Hancock,National RockStar,5 February 1977,['eagles-the'],country,Comment,/Library/SearchLinkRedirect?folder=eagles-get-the-bird
c1206,Chet Atkins and Les Paul: Chester And Lester (RCA),Mick Farren,New Musical Express,5 February 1977,"['chet-atkins', 'les-paul']",country,Review,/Library/SearchLinkRedirect?folder=chet-atkins-and-les-paul-ichester-and-lesteri-rca
c1207,The Eagles: One Of These Nightmares,Barbara Charone,Crawdaddy!,April 1977,['eagles-the'],country,Interview,/Library/SearchLinkRedirect?folder=the-eagles-one-of-these-nightmares
c1208,"The Texas Playboys, Asleep at the Wheel: Panther Hall, Fort Worth, Texas",John Morthland,Rolling Stone,7 April 1977,"['asleep-at-the-wheel', 'bob-wills--his-texas-playboys']",country,Live Review,/Library/SearchLinkRedirect?folder=the-texas-playboys-asleep-at-the-wheel-panther-hall-fort-worth-texas-
c1209,The Unfulfilled Career of Linda Hargrove…,Martin Hawkins,Country Music Review,June 1977,['linda-hargrove'],country,Profile,/Library/SearchLinkRedirect?folder=the-unfulfilled-career-of-linda-hargrove
c1210,Crystal Gayle: She's more than a little sister,Philip Elwood,The San Francisco Examiner,17 September 1977,['crystal-gayle'],country,Interview,/Library/SearchLinkRedirect?folder=crystal-gayle-shes-more-than-a-little-sister
c1211,Don Williams: Country Boy (ABC),Colin Irwin,Melody Maker,15 October 1977,['don-williams'],country,Review,/Library/SearchLinkRedirect?folder=don-williams-icountry-boyi-abc
c1212,"Kenny Rogers, Crystal Gayle: National Stadium, Dublin",Barry Cain,Record Mirror,12 November 1977,"['kenny-rogers', 'crystal-gayle']",country,Live Review,/Library/SearchLinkRedirect?folder=kenny-rogers-crystal-gayle-national-stadium-dublin
c1213,Dolly Parton: Here You Come Again (RCA Victor); Porter Wagoner: Porter (RCA Victor),John Morthland,The Village Voice,14 November 1977,"['dolly-parton', 'porter-wagoner']",country,Review,/Library/SearchLinkRedirect?folder=dolly-parton-ihere-you-come-againi-rca-victor-porter-wagoner-iporteri-rca-victor
c1214,Townes Van Zandt,Richard Wootton,Omaha Rainbow,December 1977,['townes-van-zandt'],country,Interview,/Library/SearchLinkRedirect?folder=townes-van-zandt
c1215,"Linda Ronstadt, Female Vocalist of the Year",John Swenson,Circus,16 February 1978,['linda-ronstadt'],country,Profile,/Library/SearchLinkRedirect?folder=linda-ronstadt-female-vocalist-of-the-year
c1216,Jerry Jeff Rides Again... Again,John Morthland,Country Music,March 1978,['jerry-jeff-walker'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=jerry-jeff-rides-again-again
c1217,Emmylou Harris: Full House at the Elite Hotel,Fred Schruers,Circus,16 March 1978,['emmylou-harris'],country,Interview,/Library/SearchLinkRedirect?folder=emmylou-harris-full-house-at-the-elite-hotel
c1218,Willie Nelson and Waylon Jennings: Waylon & Willie (RCA),Mitchell Cohen,Creem,April 1978,"['waylon-jennings', 'willie-nelson']",country,Review,/Library/SearchLinkRedirect?folder=willie-nelson-and-waylon-jennings-iwaylon--williei-rca
c1219,Kris Kristofferson: Young Blue Eyes is Back,Colin Irwin,Melody Maker,8 April 1978,"['rita-coolidge', 'kris-kristofferson']",country,Interview,/Library/SearchLinkRedirect?folder=kris-kristofferson-young-blue-eyes-is-back
c1300,"Waylon Jennings, Jessi Colter, Asleep At The Wheel: Civic Center, Lansing MI",Bill Holdship,Michigan State News,12 July 1978,"['asleep-at-the-wheel', 'waylon-jennings', 'jessi-colter']",country,Live Review,/Library/SearchLinkRedirect?folder=waylon-jennings-jessi-colter-asleep-at-the-wheel-civic-center-lansing-mi
c1301,Hot times in the heart of Texxas,Joe Nick Patoski,Rolling Stone,24 August 1978,"['aerosmith', 'heart', 'waylon-jennings', 'mahogany-rush', 'willie-nelson', 'ted-nugent']",country,Report,/Library/SearchLinkRedirect?folder=hot-times-in-the-heart-of-texxas
c1302,"Tammy Wynette: Hammersmith Odeon, London",Colin Irwin,Melody Maker,16 September 1978,['tammy-wynette'],country,Live Review,/Library/SearchLinkRedirect?folder=tammy-wynette-hammersmith-odeon-london-2
c1303,"Rick Nelson: High Sierra Theater at the Sahara, Lake Tahoe",Joel Selvin,San Francisco Chronicle,7 October 1978,['rick-nelson'],country,Live Review,/Library/SearchLinkRedirect?folder=rick-nelson-high-sierra-theater-at-the-sahara-lake-tahoe
c1304,"Interview: Carl Perkins, October 31, 1978 at the Bijou Café, Philadelphia, Pa.",Peter Stone Brown,unpublished,31 October 1978,['carl-perkins'],country,Interview,/Library/SearchLinkRedirect?folder=interview-carl-perkins-october-31-1978-at-the-bijou-caf-philadelphia-pa
c1305,Dolly Parton: Confessions of a Power Crazed Wig-Model,Colin Irwin,Melody Maker,11 November 1978,['dolly-parton'],country,Interview,/Library/SearchLinkRedirect?folder=dolly-parton-confessions-of-a-power-crazed-wig-model
c1306,"Dolly Parton: Hammersmith Odeon, London",Mick Brown,The Guardian,21 November 1978,['dolly-parton'],country,Live Review,/Library/SearchLinkRedirect?folder=dolly-parton-hammersmith-odeon-london
c1307,Butch Hancock,Richard Wootton,Omaha Rainbow,Spring 1978,"['flatlanders-the', 'butch-hancock']",country,Interview,/Library/SearchLinkRedirect?folder=butch-hancock
c1308,AUDIO: Bill Monroe (1979),Karl Dallas,Rock's Backpages Audio,1979,['bill-monroe'],country,Audio transcript of interview,/Library/SearchLinkRedirect?folder=audio-bill-monroe-1979
c1309,"Linda Ronstadt: The Forum, Inglewood CA",Stephen K. Peeples,L.A. Weekly,4 January 1979,['linda-ronstadt'],country,Live Review,/Library/SearchLinkRedirect?folder=linda-ronstadt-the-forum-inglewood-ca
c1310,Tanya Tucker: TNT (MCA MCG 3530) ****½,Sandy Robertson,Sounds,17 February 1979,['tanya-tucker'],country,Review,/Library/SearchLinkRedirect?folder=tanya-tucker-itnti-mca-mcg-3530-
c1311,Tanya Tucker: Yet Another Excuse To Print A Picture Of A Young Girl With A Guitar,Sandy Robertson,Sounds,17 March 1979,['tanya-tucker'],country,Interview,/Library/SearchLinkRedirect?folder=tanya-tucker-yet-another-excuse-to-print-a-picture-of-a-young-girl-with-a-guitar
c1312,Wembley Country Festival: The Metropolitan Soap Opera,Mary Harron,Melody Maker,28 April 1979,"['sleepy-labeef', 'tammy-wynette', 'dottsy', 'hank-locklin', 'freddie-hart']",country,Report,/Library/SearchLinkRedirect?folder=wembley-country-festival-the-metropolitan-soap-opera
c1313,"Loretta Lynn: We've Come A Long Way, Baby (MCA MCF 2881); Conway Twitty: Conway (MCA MCF 2878)",Simon Frith,Melody Maker,19 May 1979,"['loretta-lynn', 'conway-twitty']",country,Review,/Library/SearchLinkRedirect?folder=loretta-lynn-iweve-come-a-long-way-babyi-mca-mcf-2881-conway-twitty-iconwayi-mca-mcf-2878
c1314,"Gary Stewart: Gary (RCA); The Best of Don Williams, Volume II (MCA); Waylon Jennings: Greatest Hits (RCA)",Dave Marsh,Rolling Stone,26 July 1979,"['waylon-jennings', 'gary-stewart', 'don-williams']",country,Review,/Library/SearchLinkRedirect?folder=gary-stewart-igaryi-rca-ithe-best-of-don-williams-volume-iii-mca-waylon-jennings-igreatest-hitsi-rca
c1315,Merle Haggard: Serving 190 Proof (MCA),John Morthland,Rolling Stone,6 September 1979,['merle-haggard'],country,Review,/Library/SearchLinkRedirect?folder=merle-haggard-iserving-190-proofi-mca
c1316,Don Williams: Silence Is Golden,Colin Irwin,Melody Maker,13 October 1979,['don-williams'],country,Interview,/Library/SearchLinkRedirect?folder=don-williams-silence-is-golden
c1317,George Jones: My Very Special Guests (Epic EPC 83163)***,Sandy Robertson,Sounds,8 December 1979,['george-jones'],country,Review,/Library/SearchLinkRedirect?folder=george-jones-imy-very-special-guestsi-epic-epc-83163
c1318,"The Eagles: Boston Garden, Boston",John Swenson,Rolling Stone,13 December 1979,['eagles-the'],country,Live Review,/Library/SearchLinkRedirect?folder=the-eagles-boston-garden-boston
c1319,Guy Clark,Richard Wootton,Omaha Rainbow,Spring 1979,['guy-clark'],country,Interview,/Library/SearchLinkRedirect?folder=guy-clark
c1400,"Jack Clement: ""Everybody Loves A Nut""",Martin Hawkins,Country Music People,January 1980,['jack-clement'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=jack-clement-everybody-loves-a-nut
c1401,George Jones: My Very Special Guests (Epic),Max Bell,New Musical Express,5 January 1980,['george-jones'],country,Review,/Library/SearchLinkRedirect?folder=george-jones-imy-very-special-guestsi-epic
c1402,Jerry Lee Lewis: Killer's Gospel,Mick Brown,The Guardian,16 February 1980,['jerry-lee-lewis'],country,Interview,/Library/SearchLinkRedirect?folder=jerry-lee-lewis-killers-gospel
c1403,"Merle Haggard: The Country Club, Reseda CA",Mark Leviton,BAM,18 April 1980,['merle-haggard'],country,Live Review,/Library/SearchLinkRedirect?folder=merle-haggard-the-country-club-reseda-ca
c1404,"Various artists — Marlboro Country Festival: Wembley Arena, London",Fred Dellar,New Musical Express,19 April 1980,"['commander-cody', 'phil-everly', 'emmylou-harris', 'bellamy-brothers-the', 'joe-sun']",country,Live Review,/Library/SearchLinkRedirect?folder=various-artists--marlboro-country-festival-wembley-arena-london
c1405,Emmylou Harris Buys Back the Farm,Steven X Rea,High Fidelity,August 1980,['emmylou-harris'],country,Interview,/Library/SearchLinkRedirect?folder=emmylou-harris-buys-back-the-farm
c1406,Bobby Bare's Down and Dirty Country,John Morthland,Rolling Stone,7 August 1980,['bobby-bare'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=bobby-bares-down-and-dirty-country
c1407,Rodney Crowell: A Songwriter Surfaces,Fred Schruers,Rolling Stone,21 August 1980,['rodney-crowell'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=rodney-crowell-a-songwriter-surfaces
c1408,Carlene Carter: Musical Shapes (Warner Bros.),Fred Schruers,Rolling Stone,13 November 1980,['carlene-carter'],country,Review,/Library/SearchLinkRedirect?folder=carlene-carter-imusical-shapesi-warner-bros
c1409,Carlene Carter,Jon Young,Trouser Press,January 1981,"['carlene-carter', 'nick-lowe']",country,Interview,/Library/SearchLinkRedirect?folder=carlene-carter
c1410,"Crystal Gayle: Apollo, Victoria, London",Richard Williams,The Times,6 March 1981,['crystal-gayle'],country,Live Review,/Library/SearchLinkRedirect?folder=crystal-gayle-apollo-victoria-london
c1411,"Joe Ely: Bottom Line, New York NY",Fred Schruers,Musician,August 1981,['joe-ely'],country,Live Review,/Library/SearchLinkRedirect?folder=joe-ely-bottom-line-new-york-ny
c1412,Joe Ely: You Can Take The Boy Out Of Texas...,Jon Young,Trouser Press,September 1981,['joe-ely'],country,Interview,/Library/SearchLinkRedirect?folder=joe-ely-you-can-take-the-boy-out-of-texas
c1413,Chet Flippo: Your Cheatin' Heart — A Biography Of Hank Williams (Simon and Schuster),Susan Whitall,Creem,September 1981,['hank-williams'],country,Book Review,/Library/SearchLinkRedirect?folder=chet-flippo-iyour-cheatin-heart--a-biography-of-hank-williamsi-simon-and-schuster
c1414,"Tom Petty & the Heartbreakers, Joe Ely: The Garden, Boston MA",Julie  Panebianco,Boston Rock,3 September 1981,"['joe-ely', 'tom-petty--the-heartbreakers']",country,Live Review,/Library/SearchLinkRedirect?folder=tom-petty--the-heartbreakers-joe-ely-the-garden-boston-ma
c1415,"Country Boogie: Honky Tonks, Hoedowns And The Roots Of Rock",Martin Hawkins,The History of Rock,October 1981,[],country,Overview,/Library/SearchLinkRedirect?folder=country-boogie-honky-tonks-hoedowns-and-the-roots-of-rock
c1416,Rodney Crowell: Country's New Laureate?,Todd Everett,L.A. Weekly,1 October 1981,"['rodney-crowell', 'emmylou-harris']",country,Profile and Interview,/Library/SearchLinkRedirect?folder=rodney-crowell-countrys-new-laureate
c1417,Carlene Carter: Blue Nun (F-Beat XXLP12).,Mark Cooper,Record Mirror,3 October 1981,['carlene-carter'],country,Review,/Library/SearchLinkRedirect?folder=carlene-carter-iblue-nuni-f-beat-xxlp12
c1418,Elvis Costello: Almost Blue (Columbia FC37562),Jon Young,Trouser Press,February 1982,['elvis-costello'],country,Review,/Library/SearchLinkRedirect?folder=elvis-costello-ialmost-bluei-columbia-fc37562
c1419,"Willie Nelson: Hammersmith Odeon, London",Mick Brown,The Guardian,9 June 1982,['willie-nelson'],country,Live Review,/Library/SearchLinkRedirect?folder=willie-nelson-hammersmith-odeon-london
c1500,Jerry Lee Lewis: A comeback story,Jim Sullivan,The Boston Globe,27 July 1982,['jerry-lee-lewis'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=jerry-lee-lewis-a-comeback-story
c1501,Brenda Lee: Dynamite,Martin Hawkins,The History of Rock,September 1982,['brenda-lee'],country,Retrospective and Interview,/Library/SearchLinkRedirect?folder=brenda-lee-dynamite
c1502,Rosanne Cash: Somewhere In The Stars (Columbia),Mitchell Cohen,Creem,October 1982,['rosanne-cash'],country,Review,/Library/SearchLinkRedirect?folder=rosanne-cash-isomewhere-in-the-starsi-columbia
