id,title,author,source,date,subjects,topic,type,href
s100,Jimmy Jones Gets Used to Our One-Nighters,June Harris,Disc,29 October 1960,['jimmy-jones'],soul,Interview,/Library/SearchLinkRedirect?folder=jimmy-jones-gets-used-to-our-one-nighters
s101,"Miriam Makeba, Nina Simone: Carnegie Hall, New York NY",Robert Shelton,The New York Times,22 May 1961,"['miriam-makeba', 'nina-simone']",soul,Live Review,/Library/SearchLinkRedirect?folder=miriam-makeba-nina-simone-carnegie-hall-new-york-ny
s102,'Frogman' Henry: Made His First Disc Five Years Ago,June Harris,Disc,15 July 1961,['clarence-frogman-henry'],soul,Profile,/Library/SearchLinkRedirect?folder=frogman-henry-made-his-first-disc-five-years-ago
s103,The Inconsistent Drifters,Norman Jopling,Record Mirror,7 October 1961,"['drifters-the', 'ben-e-king']",soul,Profile,/Library/SearchLinkRedirect?folder=the-inconsistent-drifters
s104,"Quincy Jones: ""Bandleading... enough to make grey hair grow on my eyeballs... but I'm not quitting jazz""",Max Jones,Melody Maker,10 February 1962,['quincy-jones'],soul,Interview,/Library/SearchLinkRedirect?folder=quincy-jones-bandleading-enough-to-make-grey-hair-grow-on-my-eyeballs-but-im-not-quitting-jazz
s105,As Twist Hits the Chart Top Chubby Checker and Joey Dee Reveal How They Started To Do It — And Why!,uncredited writer,New Musical Express,23 February 1962,"['chubby-checker', 'joey-dee--the-starliters']",soul,Interview,/Library/SearchLinkRedirect?folder=as-twist-hits-the-chart-top-chubby-checker-and-joey-dee-reveal-how-they-started-to-do-it--and-why
s106,Chandler Could Surprise Us All With His U.S. Hit,June Harris,Disc,3 March 1962,['gene-chandler'],soul,Profile,/Library/SearchLinkRedirect?folder=chandler-could-surprise-us-all-with-his-us-hit
s107,Gene McDaniels... On Those Cover Discs,uncredited writer,Record Mirror,28 April 1962,['gene-mcdaniels'],soul,Interview,/Library/SearchLinkRedirect?folder=gene-mcdaniels-on-those-cover-discs
s108,Now Ketty Lester Faces The Big Test,June Harris,Disc,7 July 1962,['ketty-lester'],soul,Profile,/Library/SearchLinkRedirect?folder=now-ketty-lester-faces-the-big-test
s109,Della Reese In London: Gospel Is Very Big Business,Peter Jones,Record Mirror,28 July 1962,['della-reese'],soul,Profile and Interview,/Library/SearchLinkRedirect?folder=della-reese-in-london-gospel-is-very-big-business
s110,Mother Taught Ray Charles To Cope With Blindness,Alan Smith,New Musical Express,31 August 1962,['ray-charles'],soul,Profile,/Library/SearchLinkRedirect?folder=mother-taught-ray-charles-to-cope-with-blindness
s111,Chubby Checks In,Peter Jones,Record Mirror,8 September 1962,['chubby-checker'],soul,Report,/Library/SearchLinkRedirect?folder=chubby-checks-in
s112,Sam Cooke: When you're well-read and dress like wham!,Maureen Cleave,The Evening Standard,20 October 1962,['sam-cooke'],soul,Interview,/Library/SearchLinkRedirect?folder=sam-cooke-when-youre-well-read-and-dress-like-wham
s113,Little Eva Can't Wait To Get Here!,June Harris,Disc,1 December 1962,['little-eva'],soul,Interview,/Library/SearchLinkRedirect?folder=little-eva-cant-wait-to-get-here
s114,"England, That's Something Different says Little Eva",June Harris,Disc,2 February 1963,['little-eva'],soul,Profile and Interview,/Library/SearchLinkRedirect?folder=england-thats-something-different-says-little-eva
s115,Ray Charles: A Genius — But He Needs The Right Audience,June Harris,Disc,2 March 1963,['ray-charles'],soul,Report and Interview,/Library/SearchLinkRedirect?folder=ray-charles-a-genius--but-he-needs-the-right-audience
s116,Norman Jopling Views Chubby Checker's Teen Dance Hits and Finds He's the Commercial Dance King,Norman Jopling,Record Mirror,23 March 1963,['chubby-checker'],soul,Discography,/Library/SearchLinkRedirect?folder=norman-jopling-views-chubby-checkers-teen-dance-hits-and-finds-hes-the-commercial-dance-king
s117,"New to the Charts: Ruby, Romantics Make It At Last!",uncredited writer,New Musical Express,12 April 1963,['ruby-and-the-romantics'],soul,Profile,/Library/SearchLinkRedirect?folder=new-to-the-charts-ruby-romantics-make-it-at-last
s118,New to the Charts: Tokens aid Chiffons,Ian Dove,New Musical Express,19 April 1963,['chiffons-the'],soul,Profile,/Library/SearchLinkRedirect?folder=new-to-the-charts-tokens-aid-chiffons
s119,The Great Unknowns No.4: Ben E. King,Norman Jopling,Record Mirror,20 April 1963,"['drifters-the', 'ben-e-king']",soul,Discography,/Library/SearchLinkRedirect?folder=the-great-unknowns-no4-ben-e-king
s200,Romantics and Chiffons Make Their Marks,June Harris,Disc,4 May 1963,"['chiffons-the', 'ruby-and-the-romantics']",soul,Profile,/Library/SearchLinkRedirect?folder=romantics-and-chiffons-make-their-marks
s201,Welcome to Ray Charles,Ian Dove,New Musical Express,10 May 1963,['ray-charles'],soul,Interview,/Library/SearchLinkRedirect?folder=welcome-to-ray-charles
s202,Dee Dee Sharp: Dee Dee's Not Really Wild!,June Harris,Disc,11 May 1963,['dee-dee-sharp'],soul,Interview,/Library/SearchLinkRedirect?folder=dee-dee-sharp-dee-dees-not-really-wild
s203,"I'll Stick To Ray, Says Margie Hendrix",Maureen Cleave,The Evening Standard,18 May 1963,"['ray-charles', 'raelets-the', 'margie-hendrix']",soul,Interview,/Library/SearchLinkRedirect?folder=ill-stick-to-ray-says-margie-hendrix
s204,"""I Don't Know What Is The Real Me,"" Admits Ray Charles",Ian Dove,New Musical Express,24 May 1963,['ray-charles'],soul,Interview,/Library/SearchLinkRedirect?folder=i-dont-know-what-is-the-real-me-admits-ray-charles
s205,Beatles Make Isleys' Hit,Ian Dove,New Musical Express,28 June 1963,['isley-brothers-the'],soul,Report,/Library/SearchLinkRedirect?folder=beatles-make-isleys-hit
s206,The Crystals Mystery,uncredited writer,Record Mirror,29 June 1963,"['bob-b-soxx--the-blue-jeans', 'crystals-the', 'darlene-love', 'phil-spector']",soul,Report,/Library/SearchLinkRedirect?folder=the-crystals-mystery
s207,"The Beatles did it on an LP, now the Isley Brothers and Tremeloes make the 30",June Harris,Disc,6 July 1963,"['beatles-the', 'isley-brothers-the']",soul,Profile and Interview,/Library/SearchLinkRedirect?folder=the-beatles-did-it-on-an-lp-now-the-isley-brothers-and-tremeloes-make-the-30
s208,What Else is Left for Ray?,David Griffiths,Record Mirror,13 July 1963,['ray-charles'],soul,Profile,/Library/SearchLinkRedirect?folder=what-else-is-left-for-ray
s209,The 'Twist And Shout' Battle Hots Up! (And How The NME Helped),Alan Smith,New Musical Express,19 July 1963,"['beatles-the', 'isley-brothers-the', 'tremeloes-the']",soul,Report,/Library/SearchLinkRedirect?folder=the-twist-and-shout-battle-hots-up-and-how-the-inmei-helped
s210,The Tymes Are Not Just One Hit Wonders,June Harris,Disc,3 August 1963,['tymes-the'],soul,Interview,/Library/SearchLinkRedirect?folder=the-tymes-are-not-just-one-hit-wonders
s211,Stevie Wonder: Tribute to Uncle Ray; The 12-year-old Genius Recorded Live (both Oriole),uncredited writer,Melody Maker,21 September 1963,['stevie-wonder'],soul,Review,/Library/SearchLinkRedirect?folder=stevie-wonder-itribute-to-uncle-rayi-ithe-12-year-old-genius-recorded-livei-both-oriole
s212,"Brook Benton, Trini Lopez, Timi Yuro, Dion, Lesley Gore: ""The Greatest Record Show Of 1963"", Finsbury Park Astoria, London",Norman Jopling,Record Mirror,26 October 1963,"['brook-benton', 'dion', 'lesley-gore', 'trini-lopez', 'timi-yuro']",soul,Live Review,/Library/SearchLinkRedirect?folder=brook-benton-trini-lopez-timi-yuro-dion-lesley-gore-the-greatest-record-show-of-1963-finsbury-park-astoria-london
s213,The Ronettes,June Harris,Disc,9 November 1963,"['ronettes-the', 'phil-spector']",soul,Profile and Interview,/Library/SearchLinkRedirect?folder=the-ronettes
s214,The Ronettes hit and Phil's flips,Norman Jopling,Record Mirror,7 December 1963,"['crystals-the', 'ronettes-the', 'phil-spector']",soul,Profile,/Library/SearchLinkRedirect?folder=the-ronettes-hit-and-phils-flips
s215,The Ronettes: We Just Haven't Stopped Buying,June Harris,Disc,8 February 1964,['ronettes-the'],soul,Interview,/Library/SearchLinkRedirect?folder=the-ronettes-we-just-havent-stopped-buying
s216,Ben E. King — 'The Drifters and I',Norman Jopling,Record Mirror,15 February 1964,"['drifters-the', 'ben-e-king']",soul,Interview,/Library/SearchLinkRedirect?folder=ben-e-king--the-drifters-and-i
s217,Crystals Aim To Hit All Our Shops,June Harris,Disc,15 February 1964,['crystals-the'],soul,Interview,/Library/SearchLinkRedirect?folder=crystals-aim-to-hit-all-our-shops
s218,Clay Wins: Columbia Swings,uncredited writer,Billboard,7 March 1964,['cassius-clay'],soul,Report,/Library/SearchLinkRedirect?folder=clay-wins-columbia-swings
s219,Marshall Sehorn Joins Constellation,uncredited writer,Billboard,14 March 1964,"['gene-chandler', 'lee-dorsey', 'wilbert-harrison', 'maurice-williams--the-zodiacs']",soul,Report,/Library/SearchLinkRedirect?folder=marshall-sehorn-joins-constellation
s300,"The Tymes, Freddie King, Dionne Warwick, Dee Clark, Solomon Burke, The Miracles: Regal Theatre, Chicago IL",Guy Stevens,Record Mirror,4 April 1964,"['solomon-burke', 'freddie-king', 'smokey-robinson--the-miracles', 'dionne-warwick', 'tymes-the', 'dee-clark']",soul,Live Review,/Library/SearchLinkRedirect?folder=the-tymes-freddie-king-dionne-warwick-dee-clark-solomon-burke-the-miracles-regal-theatre-chicago-il
s301,In A Mellotone: The Apollo,Michael Lydon,Yale Daily News,16 April 1964,"['chuck-jackson', 'major-lance', 'nancy-wilson']",soul,Report,/Library/SearchLinkRedirect?folder=in-a-mellotone-the-apollo
s302,Dionne Warwick: Going Shopping With Dionne!,Peter Jones,Record Mirror,30 May 1964,['dionne-warwick'],soul,Report and Interview,/Library/SearchLinkRedirect?folder=dionne-warwick-going-shopping-with-dionne
s303,Motown: Will 'HITSVILLE U.S.A.' Hit Britain Now?,Norman Jopling,Record Mirror,13 June 1964,"['smokey-robinson--the-miracles', 'mary-wells']",soul,Report,/Library/SearchLinkRedirect?folder=motown-will-hitsville-usa-hit-britain-now
s304,Inez & Charlie Foxx: The Pounding Breakthrough,Guy Stevens,Record Mirror,1 August 1964,['inez--charlie-foxx'],soul,Profile and Interview,/Library/SearchLinkRedirect?folder=inez--charlie-foxx-the-pounding-breakthrough
s305,A Great Visit To Hitsville U.S.A.,"Dave Godin, Norman Jopling",Record Mirror,4 September 1964,"['marvin-gaye', 'martha-reeves--the-vandellas', 'supremes-the', 'mary-wells']",soul,Interview,/Library/SearchLinkRedirect?folder=a-great-visit-to-hitsville-usa
s306,The Supremes: Motown Success,uncredited writer,Record Mirror,4 September 1964,['supremes-the'],soul,Report,/Library/SearchLinkRedirect?folder=the-supremes-motown-success
s307,Gene Pitney's 72 Days With The Supremes,Ian Dove,New Musical Express,2 October 1964,"['gene-pitney', 'supremes-the']",soul,Interview,/Library/SearchLinkRedirect?folder=gene-pitneys-72-days-with-the-supremes
s308,Mary Wells: A Beatle Number for Mary?,Bill Harry,Mersey Beat,22 October 1964,['mary-wells'],soul,Interview,/Library/SearchLinkRedirect?folder=mary-wells-a-beatle-number-for-mary
s309,Martha Reeves & The Vandellas: Martha's Mad On Fashion,Peter Jones,Record Mirror,14 November 1964,['martha-reeves--the-vandellas'],soul,Profile and Interview,/Library/SearchLinkRedirect?folder=martha-reeves--the-vandellas-marthas-mad-on-fashion
s310,Sam Cooke: Pop singer shot dead,Ivor Davis,Daily Express,12 December 1964,['sam-cooke'],soul,Report,/Library/SearchLinkRedirect?folder=sam-cooke-pop-singer-shot-dead
s311,James Brown: The Stones Can't Stop Talking About King James,Guy Stevens,Record Mirror,19 December 1964,"['james-brown', 'rolling-stones-the']",soul,Interview,/Library/SearchLinkRedirect?folder=james-brown-the-stones-cant-stop-talking-about-king-james
s312,Sam Cooke Tragedy,uncredited writer,Record Mirror,19 December 1964,['sam-cooke'],soul,Report,/Library/SearchLinkRedirect?folder=sam-cooke-tragedy
s313,From Pop Singers To Rock Bands,Geoffrey Cannon,unpublished,1965,"['chuck-berry', 'ray-charles', 'billie-holiday', 'rolling-stones-the']",soul,Essay,/Library/SearchLinkRedirect?folder=from-pop-singers-to-rock-bands-
s314,James Brown: Sue Hit with 'Night Train'!,Guy Stevens,Record Mirror,2 January 1965,['james-brown'],soul,Report,/Library/SearchLinkRedirect?folder=james-brown-sue-hit-with-night-train
s315,Sue Records: Not So Much A Label,Norman Jopling,Record Mirror,6 February 1965,[],soul,Profile,/Library/SearchLinkRedirect?folder=sue-records-not-so-much-a-label
s316,"Ballad In Blue, Ray Charles (Ardmore Pictures)",uncredited writer,Record Mirror,27 February 1965,['ray-charles'],soul,Film/DVD/TV Review,/Library/SearchLinkRedirect?folder=iballad-in-bluei-ray-charles-ardmore-pictures
s317,"The Supremes, the Righteous Brothers, the Beau Brummels et al: Cow Palace, San Francisco CA",Mike Gormley,The Ottawa Journal,27 February 1965,"['beau-brummels-the', 'dobie-gray', 'gary-lewis--the-playboys', 'righteous-brothers-the', 'shangri-las-the', 'del-shannon', 'sonny--cher', 'phil-spector', 'supremes-the', 'temptations-the', 'dionne-warwick', 'vejtables-the', 'bobby-freeman']",soul,Live Review,/Library/SearchLinkRedirect?folder=the-supremes-the-righteous-brothers-the-beau-brummels-iet-ali-cow-palace-san-francisco-ca
s318,America Hits Back With Tamla Motown Attack,Norman Jopling,Record Mirror,20 March 1965,"['marvin-gaye', 'smokey-robinson--the-miracles', 'supremes-the', 'temptations-the', 'mary-wells', 'stevie-wonder']",soul,Report,/Library/SearchLinkRedirect?folder=america-hits-back-with-tamla-motown-attack
s319,"""I'm No Rock 'N' Roller""",Norman Jopling,Record Mirror,3 April 1965,['larry-williams'],soul,Interview,/Library/SearchLinkRedirect?folder=im-no-rock-n-roller
s400,"Chuck Jackson: ""White Artistes Don't Have The Soul For Blues""",Richard Green,Record Mirror,3 April 1965,['chuck-jackson'],soul,Interview,/Library/SearchLinkRedirect?folder=chuck-jackson-white-artistes-dont-have-the-soul-for-blues
s401,The Drifters: The Big Daddy Group,Norman Jopling,Record Mirror,3 April 1965,['drifters-the'],soul,Profile and Interview,/Library/SearchLinkRedirect?folder=the-drifters-the-big-daddy-group
s402,"The Drifters: Lyceum Theatre, London",Norman Jopling,Record Mirror,3 April 1965,['drifters-the'],soul,Live Review,/Library/SearchLinkRedirect?folder=the-drifters-lyceum-theatre-london
s403,Doris Troy: The Alias Entertainer,Peter Jones,Record Mirror,10 April 1965,['doris-troy'],soul,Interview,/Library/SearchLinkRedirect?folder=doris-troy-the-alias-entertainer
s404,Otis Redding: The Two-Sided Bluester,Norman Jopling,Record Mirror,1 May 1965,['otis-redding'],soul,Profile,/Library/SearchLinkRedirect?folder=otis-redding-the-two-sided-bluester
s405,LP's from Ben E. King & Drifters,"Peter Jones, Norman Jopling",Record Mirror,5 June 1965,"['drifters-the', 'ben-e-king']",soul,Review,/Library/SearchLinkRedirect?folder=lps-from-ben-e-king--drifters
s406,"Daddy And Momma Always Wanted Her To Play At Carnegie Hall... Nina Simone Finally Made It, Too — Only She Wasn't Playing Bach",Maureen Cleave,The Evening Standard,10 July 1965,['nina-simone'],soul,Interview,/Library/SearchLinkRedirect?folder=daddy-and-momma-always-wanted-her-to-play-at-carnegie-hall-nina-simone-finally-made-it-too--only-she-wasnt-playing-bach
s407,"The Beatles Will Make the Scene Here Again, but the Scene Has Changed",Robert Shelton,The New York Times,11 August 1965,"['animals-the', 'beatles-the', 'byrds-the', 'bob-dylan', 'supremes-the']",soul,Overview,/Library/SearchLinkRedirect?folder=the-beatles-will-make-the-scene-here-again-but-the-scene-has-changed
s408,Hand-Me-Down R&B,Jerry Wexler,Record Mirror,21 August 1965,[],soul,Comment,/Library/SearchLinkRedirect?folder=hand-me-down-rb
s409,"James Brown: Crescendo Tiger's Tail, Hollywood CA",Nikki Wine,KRLA Beat,11 September 1965,['james-brown'],soul,Live Review,/Library/SearchLinkRedirect?folder=james-brown-crescendo-tigers-tail-hollywood-ca
s410,Brenda Holloway Tells Inside Story of Career,uncredited writer,KRLA Beat,25 September 1965,"['beatles-the', 'brenda-holloway']",soul,Interview,/Library/SearchLinkRedirect?folder=brenda-holloway-tells-inside-story-of-career
s411,James Brown: 95 Per Cent of Credit,Ann Moses,New Musical Express,1 October 1965,['james-brown'],soul,Interview,/Library/SearchLinkRedirect?folder=james-brown-95-per-cent-of-credit
s412,"Wilson Pickett — Stones, Tom Jones Fan!",Tracy Thomas,New Musical Express,1 October 1965,['wilson-pickett'],soul,Interview,/Library/SearchLinkRedirect?folder=wilson-pickett--stones-tom-jones-fan
s413,"Sonny & Cher, Beau Brummels, The Byrds, Glen Campbell et al: Cow Palace, Daly City CA",Philip Elwood,The San Francisco Examiner,4 October 1965,"['beau-brummels-the', 'byrds-the', 'glen-campbell', 'roy-head', 'little-anthony-and-the-imperials', 'lovin-spoonful-the', 'sonny--cher', 'toys-the']",soul,Live Review,/Library/SearchLinkRedirect?folder=sonny--cher-beau-brummels-the-byrds-glen-campbell-iet-ali-cow-palace-daly-city-ca
s414,Supreme Supreme: Will Diana Ross Go Solo?,Nick Jones,Melody Maker,16 October 1965,['supremes-the'],soul,Interview,/Library/SearchLinkRedirect?folder=supreme-supreme-will-diana-ross-go-solo
s415,"Ramsey Lewis Trio: Basin Street West, San Francisco CA",Philip Elwood,San Francisco Chronicle,21 October 1965,['ramsey-lewis'],soul,Live Review,/Library/SearchLinkRedirect?folder=ramsey-lewis-trio-basin-street-west-san-francisco-ca
s416,Ramsey Lewis: 'In Crowd' Left Out,uncredited writer,KRLA Beat,6 November 1965,['ramsey-lewis'],soul,Report and Interview,/Library/SearchLinkRedirect?folder=ramsey-lewis-in-crowd-left-out
s417,The Strange Case of Chris Farlowe,uncredited writer,Melody Maker,4 December 1965,['chris-farlowe'],soul,Interview,/Library/SearchLinkRedirect?folder=the-strange-case-of-chris-farlowe
s418,Fontella Bass: It started in a Church Choir,Nick Jones,Melody Maker,4 December 1965,['fontella-bass'],soul,Profile,/Library/SearchLinkRedirect?folder=fontella-bass-it-started-in-a-church-choir
s419,Class and Soul Spell Success For Miracles,Carol Deck,KRLA Beat,11 December 1965,['smokey-robinson--the-miracles'],soul,Profile and Interview,/Library/SearchLinkRedirect?folder=class-and-soul-spell-success-for-miracles
s500,Life-Lines of Fontella Bass,uncredited writer,New Musical Express,17 December 1965,['fontella-bass'],soul,Interview,/Library/SearchLinkRedirect?folder=life-lines-of-fontella-bass
s501,Tracy Thomas discovers Stones Knock Otis Out!,Tracy Thomas,New Musical Express,31 December 1965,['otis-redding'],soul,Interview,/Library/SearchLinkRedirect?folder=tracy-thomas-discovers-stones-knock-otis-out
s502,Nina Simone: Pastel Blues (Philips BL 7683) ****,"Peter Jones, Norman Jopling",Record Mirror,22 January 1966,['nina-simone'],soul,Review,/Library/SearchLinkRedirect?folder=nina-simone-ipastel-bluesi-philips-bl-7683-
s503,Otis R.: The Man Who Sings As Though He Means It,Norman Jopling,Record Mirror,22 January 1966,['otis-redding'],soul,Profile,/Library/SearchLinkRedirect?folder=otis-r-the-man-who-sings-as-though-he-means-it
s504,"Stevie Wonder: The In Place, London",Nick Jones,Melody Maker,29 January 1966,['stevie-wonder'],soul,Live Review,/Library/SearchLinkRedirect?folder=stevie-wonder-the-in-place-london
s505,Stevie Wonder: Mr Harmonica Man,Nick Jones,Melody Maker,29 January 1966,['stevie-wonder'],soul,Interview,/Library/SearchLinkRedirect?folder=stevie-wonder-mr-harmonica-man
s506,'Uptight' Brings Stevie Back In The Spotlight,uncredited writer,KRLA Beat,29 January 1966,['stevie-wonder'],soul,Profile,/Library/SearchLinkRedirect?folder=uptight-brings-stevie-back-in-the-spotlight
s507,Stevie Credits Stones For His Hit...,Richard Green,Record Mirror,5 February 1966,['stevie-wonder'],soul,Interview,/Library/SearchLinkRedirect?folder=stevie-credits-stones-for-his-hit
s508,Bob and Earl Unmasked!,Norman Jopling,Record Mirror,19 February 1966,['bob--earl'],soul,Report,/Library/SearchLinkRedirect?folder=bob-and-earl-unmasked
s509,James Brown Live,David Griffiths,Record Mirror,5 March 1966,['james-brown'],soul,Film/DVD/TV Review,/Library/SearchLinkRedirect?folder=james-brown-live
s510,Tom Jones: Brown's LP Lacks Live Excitement,Richard Green,Record Mirror,5 March 1966,"['james-brown', 'tom-jones']",soul,Interview,/Library/SearchLinkRedirect?folder=tom-jones-browns-lp-lacks-live-excitement
s511,Ramsey Lewis — Prediction '66,David Griffiths,Record Mirror,12 March 1966,['ramsey-lewis'],soul,Interview,/Library/SearchLinkRedirect?folder=ramsey-lewis--prediction-66
s512,Ramsey Lewis: Music for Anywhere from The In Crowd,Max Jones,Melody Maker,12 March 1966,['ramsey-lewis'],soul,Interview,/Library/SearchLinkRedirect?folder=ramsey-lewis-music-for-anywhere-from-the-in-crowd
s513,James Brown: The Soul Of Mr. Brown,Dave Godin,Record Mirror,26 March 1966,['james-brown'],soul,Interview,/Library/SearchLinkRedirect?folder=james-brown-the-soul-of-mr-brown
s514,"James Brown: Madison Square Garden, New York NY",Lillian Roxon,"Sydney Morning Herald, the",27 March 1966,['james-brown'],soul,Live Review,/Library/SearchLinkRedirect?folder=james-brown-madison-square-garden-new-york-ny
s515,"The Man, The Genius, RAY CHARLES",uncredited writer,KRLA Beat,2 April 1966,['ray-charles'],soul,Profile,/Library/SearchLinkRedirect?folder=the-man-the-genius-ray-charles
s516,"Don Covay: Blaises Club, London",Nick Jones,Melody Maker,9 April 1966,['don-covay'],soul,Live Review,/Library/SearchLinkRedirect?folder=don-covay-blaises-club-london
s517,Irma Thomas,Norman Jopling,Record Mirror,9 April 1966,['irma-thomas'],soul,Interview,/Library/SearchLinkRedirect?folder=irma-thomas
s518,"Arthur Alexander, London; The Action, Sussex",Nick Jones,Melody Maker,16 April 1966,"['action-the', 'arthur-alexander']",soul,Live Review,/Library/SearchLinkRedirect?folder=arthur-alexander-london-the-action-sussex
s519,"Martha & the Vandellas: Town Hall, Farnborough",Alan Walsh,Melody Maker,16 April 1966,['martha-reeves--the-vandellas'],soul,Live Review,/Library/SearchLinkRedirect?folder=martha--the-vandellas-town-hall-farnborough
s600,Dionne Has A Smash With 'Message' Song,uncredited writer,KRLA Beat,23 April 1966,['dionne-warwick'],soul,Profile,/Library/SearchLinkRedirect?folder=dionne-has-a-smash-with-message-song
s601,Joe Tex: Successful Singer Texas-Style,uncredited writer,KRLA Beat,23 April 1966,['joe-tex'],soul,Profile,/Library/SearchLinkRedirect?folder=joe-tex-successful-singer-texas-style
s602,The Supreme Supremes,uncredited writer,KRLA Beat,23 April 1966,['supremes-the'],soul,Profile,/Library/SearchLinkRedirect?folder=the-supreme-supremes
s603,Lee Dorsey: Lee's Back — Thanks To The Talented Mister Toussaint,uncredited writer,Melody Maker,30 April 1966,"['lee-dorsey', 'allen-toussaint']",soul,Interview,/Library/SearchLinkRedirect?folder=lee-dorsey-lees-back--thanks-to-the-talented-mister-toussaint
s604,Lee Dorsey: Things You Don't Know About Lee,Norman Jopling,Record Mirror,30 April 1966,"['lee-dorsey', 'allen-toussaint']",soul,Interview,/Library/SearchLinkRedirect?folder=lee-dorsey-things-you-dont-know-about-lee
s605,The Supremes: The Chic-est Girls In Show Business,Jane Heil,Hit Parader,May 1966,['supremes-the'],soul,Report,/Library/SearchLinkRedirect?folder=the-supremes-the-chic-est-girls-in-show-business
s606,Percy Sledge: Blues Singer's Gamble Paid Off,Keith Altham,New Musical Express,20 May 1966,['percy-sledge'],soul,Profile,/Library/SearchLinkRedirect?folder=percy-sledge-blues-singers-gamble-paid-off
s607,Edwin Starr: A Record Is Made — with Sweat and Soul,Loraine Alterman,Detroit Free Press,20 May 1966,['edwin-starr'],soul,Report,/Library/SearchLinkRedirect?folder=edwin-starr-a-record-is-made--with-sweat-and-soul
s608,NMExclusive: ALAN SMITH has a Transatlantic Interview With ROY C,Alan Smith,New Musical Express,27 May 1966,['roy-c'],soul,Interview,/Library/SearchLinkRedirect?folder=nmexclusive-alan-smith-has-a-transatlantic-interview-with-roy-c
s609,The Incredible Hit Story of Percy Sledge,Derek Taylor,Disc and Music Echo,28 May 1966,['percy-sledge'],soul,Profile and Interview,/Library/SearchLinkRedirect?folder=the-incredible-hit-story-of-percy-sledge
s610,"Singles by Ike & Tina Turner, the Animals, the Yardbirds et al",Penny Valentine,Disc and Music Echo,28 May 1966,"['animals-the', 'cilla-black', 'marianne-faithfull', 'billy-fury', 'ike--tina-turner', 'yardbirds-the', 'freddie-and-the-dreamers', 'jackie-edwards', 'roulettes-the', 'barry-fantoni']",soul,Review,/Library/SearchLinkRedirect?folder=singles-by-ike--tina-turner-the-animals-the-yardbirds-iet-ali
s611,More Spector Magic out of the Hat,Norman Jopling,Record Mirror,11 June 1966,"['phil-spector', 'ike--tina-turner', 'teddy-bears-the']",soul,Profile,/Library/SearchLinkRedirect?folder=more-spector-magic-out-of-the-hat
s612,Bobby Freeman: Still In Swim Of Pop Things,Mike Gormley,The Ottawa Journal,2 July 1966,['bobby-freeman'],soul,Profile and Interview,/Library/SearchLinkRedirect?folder=bobby-freeman-still-in-swim-of-pop-things
s613,EXHAUSTED! — That's The Price Percy Sledge Is Paying,Tracy Thomas,New Musical Express,8 July 1966,['percy-sledge'],soul,Profile and Interview,/Library/SearchLinkRedirect?folder=exhausted--thats-the-price-percy-sledge-is-paying
s614,Local Girl Joins Otis Redding Show at the Apollo Theater,uncredited writer,KRLA Beat,9 July 1966,['otis-redding'],soul,Interview,/Library/SearchLinkRedirect?folder=local-girl-joins-otis-redding-show-at-the-apollo-theater
s615,Tina Turner Peels Potatoes as She Raves Over 'River Deep',Tracy Thomas,New Musical Express,15 July 1966,['ike--tina-turner'],soul,Interview,/Library/SearchLinkRedirect?folder=tina-turner-peels-potatoes-as-she-raves-over-river-deep
s616,James Brown Shined Shoes Here!,Tracy Thomas,New Musical Express,22 July 1966,['james-brown'],soul,Interview,/Library/SearchLinkRedirect?folder=james-brown-shined-shoes-here
s617,"Tracy Thomas, in Hollywood, visits the Exciting Turner Family",Tracy Thomas,New Musical Express,22 July 1966,['ike--tina-turner'],soul,Interview,/Library/SearchLinkRedirect?folder=tracy-thomas-in-hollywood-visits-the-exciting-turner-family
s618,James Brown: Brown Excitement,Tracy Thomas,New Musical Express,22 July 1966,['james-brown'],soul,Report and Interview,/Library/SearchLinkRedirect?folder=james-brown-brown-excitement
s619,"Jackie Wilson: The Trip, Los Angeles",Mike Tuck,KRLA Beat,30 July 1966,['jackie-wilson'],soul,Live Review,/Library/SearchLinkRedirect?folder=jackie-wilson-the-trip-los-angeles
s700,James Brown — Soul For The Cool,Mike Tuck,KRLA Beat,30 July 1966,['james-brown'],soul,Profile and Interview,/Library/SearchLinkRedirect?folder=james-brown--soul-for-the-cool
s701,The Temptations — They're The Group With All Lead Singers!,Peter Jones,Record Mirror,30 July 1966,['temptations-the'],soul,Profile,/Library/SearchLinkRedirect?folder=the-temptations--theyre-the-group-with-all-lead-singers
s702,Solomon Burke: America the Brave...,Richard Green,Record Mirror,6 August 1966,['solomon-burke'],soul,Interview,/Library/SearchLinkRedirect?folder=solomon-burke-america-the-brave
s703,"Bob Dylan, James Brown, Otis Redding et al: Album Reviews",uncredited writer,Melody Maker,13 August 1966,"['james-brown', 'bob-dylan', 'otis-redding', 'righteous-brothers-the', 'marty-robbins', 'junior-walker--the-allstars', 'andy-williams', 'jackie-edwards', 'norma-tanega', 'bert-kaempfert', 'wayne-newton', 'ruby-and-the-romantics', 'arthur-lyman']",soul,Review,/Library/SearchLinkRedirect?folder=bob-dylan-james-brown-otis-redding-iet-ali-album-reviews
s704,"Otis Redding: Rheingold Music Festival, Central Park, New York NY",Robert Shelton,The New York Times,18 August 1966,['otis-redding'],soul,Live Review,/Library/SearchLinkRedirect?folder=otis-redding-rheingold-music-festival-central-park-new-york-ny
